Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC
spotify:track:3Tu7uWBecS6GsLsL8UONKn,Don't Stop the Party (feat. TJR),"spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:2L8yW8GIoirHEdeW4bWQXq","Pitbull, TJR",spotify:album:2F7tejLHzTqFq2XLol9ZGy,Global Warming: Meltdown (Deluxe Version),spotify:artist:0TnOYISbd1XYRBk9myaseg,Pitbull,2012,https://i.scdn.co/image/ab67616d0000b273f2486b438645e97b523e4f90,1,2,206120,https://p.scdn.co/mp3-preview/72d6b312e4cbd1fd8219427fe1e6d1f5dfd4c85f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,USRC11201120
spotify:track:7CvOnbFdnIoXMQ4eFCo5lB,Around the World (La La La La La) - Radio Version,"spotify:artist:5wTdspmxzb8V4ZjvDodpBo, spotify:artist:0PEfbjTw85CAN5G0lz9n3p","A Touch Of Class, Pete Konemann",spotify:album:2kBFECL9a71fNRXbRW5xO3,Planet Pop,spotify:artist:5wTdspmxzb8V4ZjvDodpBo,A Touch Of Class,11/6/2000,https://i.scdn.co/image/ab67616d0000b2732b674491e363e44f14d10f43,1,2,214533,https://p.scdn.co/mp3-preview/2b720730f72fb3ed4743c3a61e693000fdb8c633?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,DEP810000008
spotify:track:503OTo2dSqe7qk76rgsbep,Still D.R.E.,"spotify:artist:6DPYiyq5kWVQS4RGwxzPC7, spotify:artist:7hJcb9fa4alzcOq3EaNPoG","Dr. Dre, Snoop Dogg",spotify:album:7q2B4M5EiBkqrlsNW8lB7N,2001,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,11/16/1999,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,1,4,270586,https://p.scdn.co/mp3-preview/7a1ea34238e6d08c87fc17a5c7e30321d79a7aaa?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,85,USIR19905031
spotify:track:45upEMiYeArj06RERttNFx,Black & Gold - Radio Edit,spotify:artist:0H0rBbf7vHXO3qh50Wap7y,Sam Sparro,spotify:album:37xZuo5P2QN8qL5FWZONAh,Rewind 2000's,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,11/8/2019,https://i.scdn.co/image/ab67616d0000b2733b36f6927a015f873161864b,1,8,212360,https://p.scdn.co/mp3-preview/508bf9d61c3d5b1bf612da764162bf31fe211e19?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,GBUM70800413
spotify:track:7lWF2mVr1KKbVnaT2nSlPo,Fall For You,spotify:artist:6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,spotify:album:2wBnQVDlrzxFSVq0gdi0Th,A Twist In My Story,spotify:artist:6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,1/15/2008,https://i.scdn.co/image/ab67616d0000b273dda4610c84728d934a150575,1,2,185600,https://p.scdn.co/mp3-preview/07b5cac66cb7ade615aa7f8a4e0b01392c64be43?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,USYAH0700007
spotify:track:6GsyZTld3PWXUuG34lcmr8,Roxanne,spotify:artist:5NGO30tJxFlKixkPSgXcFE,The Police,spotify:album:7EjdDWm76BqSQeaetbMmpv,Wedding Reception,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,10/25/2019,https://i.scdn.co/image/ab67616d0000b273661a5be2050654e3045ccebf,1,10,188840,https://p.scdn.co/mp3-preview/112adf28a42d18ecc5e437ea66444056b3e337fd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,7,GBAAM7800003
spotify:track:7uWFUpGuEfmxYeymkV95jn,Time in a Bottle,spotify:artist:1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,spotify:album:0dZaHQ0OJlIyVrEuvnXmS9,You Don't Mess Around With Jim,spotify:artist:1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,4/1/1972,https://i.scdn.co/image/ab67616d0000b2735b7a6cabbcb9fe150966563c,1,8,148586,https://p.scdn.co/mp3-preview/b5d8d825de94c965b3f20157bbbb3612fcead473?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,GBAJE7200780
spotify:track:0obBFrPYkSoBJbvHfUIhkv,Sexy And I Know It,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,spotify:album:5EuNq3rYUESwy6Vcsz2PZe,Sorry For Party Rocking (Deluxe Version),spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,1/1/2011,https://i.scdn.co/image/ab67616d0000b2730dfa923895a2814ae422c49a,1,4,199480,https://p.scdn.co/mp3-preview/dd70b7db98aa5b41e43172e64c39737acacd04b1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,USUM71108090
spotify:track:1Rvl8qsKJurfFTyWLBI9ib,"Baby, I Love Your Way",spotify:artist:0Jeckitay8SbvKwqAzWuYH,Big Mountain,spotify:album:4QHFXQLRwZx5122InHluo5,The Best of Big Mountain,spotify:artist:0Jeckitay8SbvKwqAzWuYH,Big Mountain,1/1/1999,https://i.scdn.co/image/ab67616d0000b2738dad961673a82ade27f202a8,1,1,249520,https://p.scdn.co/mp3-preview/33f0cba55205e1507d1fd3834c20ea226f14a07c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,USGI19400026
spotify:track:7jW2dcStZndF9lWRrPUvzV,Shine,spotify:artist:1bNEG4iSClCqQRyZgho3YV,Spektrem,spotify:album:1TS3cjyqnslzRJIU91kGYF,Shine,spotify:artist:1bNEG4iSClCqQRyZgho3YV,Spektrem,5/5/2013,https://i.scdn.co/image/ab67616d0000b273bf551eac553ae502d0db425f,1,1,315585,https://p.scdn.co/mp3-preview/b85bd4d81d51b36d109f430e54313e17552effbc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,GB2LD0901581
spotify:track:7G7tgVYORlDuVprcYHuFJh,Don't Dream It's Over,spotify:artist:7ohlPA8dRBtCf92zaZCaaB,Crowded House,spotify:album:1dJpgn1rqvvr4yyNYLEYBG,Crowded House,spotify:artist:7ohlPA8dRBtCf92zaZCaaB,Crowded House,1/1/1986,https://i.scdn.co/image/ab67616d0000b2733ce3e2272e25916844f10d86,1,4,236933,https://p.scdn.co/mp3-preview/e3443f2c3b18fc9e108abc8e8ec6225f5d7a9c7c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,USCA28600048
spotify:track:5vlEg2fT4cFWAqU5QptIpQ,Replay,spotify:artist:5tKXB9uuebKE34yowVaU3C,Iyaz,spotify:album:698AdfGuOthKXXvvHla9bf,Replay,spotify:artist:5tKXB9uuebKE34yowVaU3C,Iyaz,8/11/2009,https://i.scdn.co/image/ab67616d0000b273322b086aec3e63cc7caf30c6,1,1,182306,https://p.scdn.co/mp3-preview/fbc52df880d479ab0e34ee46bcc817a9f8b52a35?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,USRE10901161
spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,Love Hurts,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,Nazareth,spotify:album:5Zwyrn62m3Pyc0nvRa9CHF,Hair Of The Dog,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,Nazareth,1/1/1975,https://i.scdn.co/image/ab67616d0000b27385bc3b24dd834a6dfbb876da,1,3,233133,https://p.scdn.co/mp3-preview/83f37d7820a4d3612fa8baf138ec4c9ebd7b844d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,USAM19500609
spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,BØRNS,spotify:album:17l7MIu0Jh0tdgK7or9ovw,Dopamine,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,BØRNS,10/16/2015,https://i.scdn.co/image/ab67616d0000b273cc2cf912462d8ae4ef856434,1,3,218106,https://p.scdn.co/mp3-preview/9e25bcbff5c6e56abf6370656d6255fd7a766d9a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,82,USUM71416307
spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,Capital Cities,spotify:album:3WrufJir7I61NkvkDwxero,In A Tidal Wave Of Mystery (Deluxe Edition),spotify:artist:4gwpcMTbLWtBUlOijbVpuu,Capital Cities,2013,https://i.scdn.co/image/ab67616d0000b27313c6cb6a81c8db4dbc8b9924,1,1,192789,https://p.scdn.co/mp3-preview/5e9a012f06d4c8612a3d378cde706104c00ec621?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,19,USCA21203108
spotify:track:46MnWAyqqSa9rXDlrp0TSF,Adultério (Dennis 2008),"spotify:artist:6xlRSRMLgZbsSNd0BMobwy, spotify:artist:1mXaaMbQM3IYuhNWaZdFuE","DENNIS, Mr. Catra",spotify:album:3TqYdlrnY03se1XIy9z4VW,"Dennis das Antigas, Vol. 2",spotify:artist:6xlRSRMLgZbsSNd0BMobwy,DENNIS,2004,https://i.scdn.co/image/ab67616d0000b27367d98f600ba6b3b4ff3fe065,1,2,128278,https://p.scdn.co/mp3-preview/c16b49e6058a601933f63b1e2ddc09b80f6b93a4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,39,BRVCB0600039
spotify:track:07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,"spotify:artist:64H8UqGLbJFHwKtGxiV8OP, spotify:artist:3rWZHrfrsPBxVy692yAIxF, spotify:artist:1xoxekeb8jUVHKJB7m6bfg","THE ANXIETY, WILLOW, Tyler Cole",spotify:album:2kZyqn4Cmr78D74K9TcO4K,THE ANXIETY,"spotify:artist:64H8UqGLbJFHwKtGxiV8OP, spotify:artist:3rWZHrfrsPBxVy692yAIxF, spotify:artist:1xoxekeb8jUVHKJB7m6bfg","THE ANXIETY, WILLOW, Tyler Cole",3/13/2020,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,1,8,162680,https://p.scdn.co/mp3-preview/5d11750d6d3a3fffe80b21af2427c91937d09d47?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,76,QMJMT2002693
spotify:track:2kQuhkFX7uSVepCD3h29g5,Smack That,"spotify:artist:0z4gvV4rjIZ9wHck67ucSV, spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Akon, Eminem",spotify:album:6kzoWb4UzvKYgbDfAwgaFq,Konvicted,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,Akon,1/1/2006,https://i.scdn.co/image/ab67616d0000b273d9bcf5565005950b353bc9cf,1,3,212360,https://p.scdn.co/mp3-preview/9cab8a030feb773e41610953fbc66add579c44ec?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,86,USUM70609036
spotify:track:3DkHNCA4QRBQgTzF2T18hm,Only In Dreams,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,Weezer,spotify:album:1xpGyKyV26uPstk1Elgp9Q,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,Weezer,5/10/1994,https://i.scdn.co/image/ab67616d0000b273345536847e60f622ee0eae96,1,10,479066,https://p.scdn.co/mp3-preview/bb3a5e88dfc7fea72a20838a69da77858a1251c5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,57,USGF19962910
spotify:track:7BRMVjSXolblx6ZXliSaMl,Everywhere - 2018 Remaster,spotify:artist:08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,spotify:album:06JqOkwwy91OxrApXclzYf,50 Years - Don't Stop,spotify:artist:08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,11/16/2018,https://i.scdn.co/image/ab67616d0000b273470a57c2dc8710171d4783df,1,7,223253,https://p.scdn.co/mp3-preview/eabca26badc76751ac967f6401918509ddbe5874?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,49,USRH11802597
spotify:track:1nuiMoIH7mdUUDWnvocKVy,Make Your Own Kind Of Music - Single Version,spotify:artist:5jX7X3kRkfJTRqAdT7RcHk,Cass Elliot,spotify:album:5YXdaFaKNCVX9hXpXqjwXz,California Dreamin' - The Best of The Mamas & The Papas,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,The Mamas & The Papas,1/1/2006,https://i.scdn.co/image/ab67616d0000b273f7be5f81ef77f522e4077539,1,18,140386,https://p.scdn.co/mp3-preview/6b97472f534e0ead599261613267f5ff3f823fc2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,USMC16951587
spotify:track:4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,"spotify:artist:2AsusXITU8P25dlRNhcAbG, spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti","Gotye, Kimbra",spotify:album:1HjSyGjmLNjRAKgT9t1cna,Making Mirrors,spotify:artist:2AsusXITU8P25dlRNhcAbG,Gotye,1/1/2011,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed,1,3,244973,https://p.scdn.co/mp3-preview/d125c2d009d8388e01078361811e910f71966746?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,AUZS21100040
spotify:track:5s3feZwZuckPPlgTMsGkws,Mad at the World,spotify:artist:5xQdu6vJP6leBN2eZTxIci,Heffron Drive,spotify:album:3CpzqDXQA06JtIJrhs2hfF,Mad at the World,spotify:artist:5xQdu6vJP6leBN2eZTxIci,Heffron Drive,1/19/2018,https://i.scdn.co/image/ab67616d0000b273cda50c143b5bf15cd705b6f8,1,1,211867,https://p.scdn.co/mp3-preview/f59d826fd9f3856d424a1d9db2c184ed8dd458f6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,21,TCADL1801091
spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Love,spotify:artist:1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,spotify:album:4zEAsP0RIfbGARdtsgAaUV,The Way It Is,spotify:artist:1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,1/1/2005,https://i.scdn.co/image/ab67616d0000b2732cc2323c681b3f84cdc8379a,1,6,255333,https://p.scdn.co/mp3-preview/11f40d3c73dd2c84b0b75503f60b1734615099a7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,84,USAM10500210
spotify:track:3LI4MmibTkXH5cGpCGZgyw,Teenage Dirtbag,spotify:artist:4mYFgEjpQT4IKOrjOUKyXu,Wheatus,spotify:album:187HV0h26fG3mkRsySp5Lj,"Songs From Dawson's Creek, Vol. II",spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,9/29/2000,https://i.scdn.co/image/ab67616d0000b273bce5ea610d97401b08bd0a9b,1,10,241666,https://p.scdn.co/mp3-preview/7e5f690af7a446253ee6ca78d447b62e3607cdcd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,USSM10008431
spotify:track:0Dfctnkk9xIikDKJ06uwzo,She's So Nice,spotify:artist:3yJnBqAoRUNeDabdYoiYWD,Pink Guy,spotify:album:3l5PdpQHvUOXlq1w9PftPu,Pink Season,spotify:artist:3yJnBqAoRUNeDabdYoiYWD,Pink Guy,1/4/2017,https://i.scdn.co/image/ab67616d0000b2731e8fd05e38f85c0a52bf017f,1,9,163493,https://p.scdn.co/mp3-preview/03fe77849981b1f0ae912ee3326ac1b603de0eee?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,63,QZ4JJ1704549
spotify:track:2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,spotify:album:4EK8gtQfdVsmDTji7gBFlz,Melophobia,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,10/8/2013,https://i.scdn.co/image/ab67616d0000b273fb1cb900d28642e668d77b12,1,10,208760,https://p.scdn.co/mp3-preview/a7a72315d777f4ed078d955238f9db158c915fc1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,84,USRC11301169
spotify:track:3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,spotify:album:3ZdkT5buYFi1WQaB0XNNtf,Super Trouper,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,1980,https://i.scdn.co/image/ab67616d0000b2734d08fc99eff4ed52dfce91fa,1,2,294720,https://p.scdn.co/mp3-preview/a5c0b3c58f991b2b1f492ddb59223bb561a9a787?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,SEAYD8001020
spotify:track:7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,spotify:album:28yHV3Gdg30AiB8h8em1eW,Appetite For Destruction,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,7/21/1987,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,1,9,356066,https://p.scdn.co/mp3-preview/a941cdd2c0c74206aaa6d7e459e4fdf1d738deaa?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,89,USGF18714809
spotify:track:2VEsmoek0sol9MnJFyoG9e,Burnin' Up,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,spotify:album:4jcRw4qVurxoZcfIYPKDpz,A Little Bit Longer,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,8/12/2008,https://i.scdn.co/image/ab67616d0000b273d37a8bff01bd641c7960ca2b,1,2,175093,https://p.scdn.co/mp3-preview/558230e3e238b87f7946f07fc737f9791525770d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,USHR10823884
spotify:track:3GpbwCm3YxiWDvy29Uo3vP,Right Round,"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:6LqNN22kT3074XbTVUrhzX","Flo Rida, Kesha",spotify:album:2vBLKFrI1rZqB7VtGxcsR5,R.O.O.T.S. (Route of Overcoming the Struggle),spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,3/23/2009,https://i.scdn.co/image/ab67616d0000b27318aa5d7e6d484b832cd5d03f,1,5,204640,https://p.scdn.co/mp3-preview/04b3f3daf9f2e977daef0d8cceb58d74aa58759d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,84,USAT20900156
spotify:track:6nWPzkaAjRdjAGSFhpGc3O,Já Que Me Ensinou a Beber,spotify:artist:5Lv2GUVwqmQBPwrTrxucE5,Os Barões Da Pisadinha,spotify:album:7nvdFAVwTz9D2ioC8polNu,Batom de Ouro,spotify:artist:5Lv2GUVwqmQBPwrTrxucE5,Os Barões Da Pisadinha,9/26/2019,https://i.scdn.co/image/ab67616d0000b2734ea66b136ee188fe0975bfb1,1,19,158432,https://p.scdn.co/mp3-preview/a312eb0c9f79ca3645113027dcf81aced7a7b023?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,BXDW71900041
spotify:track:2E3hdMguyNDQswLXyUotYR,Signs,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,Bloc Party,spotify:album:0ZdR2zjN6X6Wvffw8l87yl,Intimacy,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,Bloc Party,10/28/2008,https://i.scdn.co/image/ab67616d0000b27335d354f722c4aaa47ed3126e,1,6,278674,https://p.scdn.co/mp3-preview/298b82eaddc457cf8d7dd9b4561fbd0d267c2860?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,41,GBDNH0800561
spotify:track:4qEoqyPbLYnLOii6mKlIjI,"Determinate - From ""Lemonade Mouth""","spotify:artist:3dctbbXhrRgigX1icexnws, spotify:artist:4VhL8KLjVso4vLfOLVViTb, spotify:artist:2Zi3RrdQqk63Xj0914STkS, spotify:artist:3LjhVl7GzYsza1biQjTpaN","Adam Hicks, Bridgit Mendler, Naomi Scott, Hayley Kiyoko",spotify:album:6Vsml6sziVKBHxbMEp5wgQ,Lemonade Mouth,spotify:artist:1Ok1VzmUGt4E1DDNol44GH,Lemonade Mouth,1/1/2011,https://i.scdn.co/image/ab67616d0000b273d9a239d0a67fc31a9b9fff59,1,4,198106,https://p.scdn.co/mp3-preview/d176a1d3b6d858a2f1549c6af3ae6587cba82312?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,USWD11155812
spotify:track:5cCAZS9VhLGEDV4NCfieeg,I Wanna Go,spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,spotify:album:0oFBaXLFsUVa2gEmJf4FcJ,Femme Fatale (Deluxe Version),spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,3/28/2011,https://i.scdn.co/image/ab67616d0000b273fda0f2adec40250bea55101b,1,4,210266,https://p.scdn.co/mp3-preview/7045f83791ab1a490bf8632fd8ff45e461b1b4a2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,USJI11100095
spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,spotify:artist:2jzc5TC5TVFLXQlBNiIUzE,a-ha,spotify:album:1ER3B6zev5JEAaqhnyyfbf,Hunting High and Low,spotify:artist:2jzc5TC5TVFLXQlBNiIUzE,a-ha,6/1/1985,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53,1,1,225280,https://p.scdn.co/mp3-preview/d1427dd0a300eeccfc53b99a2ebf3c664a67414a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,89,USWB19901214
spotify:track:0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,spotify:album:1V6a99EbTTIegOhWoPxYI9,Arrival,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,1976,https://i.scdn.co/image/ab67616d0000b27370f7a1b35d5165c85b95a0e0,1,2,230400,https://p.scdn.co/mp3-preview/1116076e3d1538852d6605ada1fd7130c8fc75a5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,87,SEAYD7601020
spotify:track:6HSqyfGnsHYw9MmIpa9zlZ,Forever,"spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:55Aa2cqylxrFIXC767Z865, spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Drake, Kanye West, Lil Wayne, Eminem",spotify:album:55UhXq8grzHPga0we8mEL3,More Than A Game,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,1/1/2009,https://i.scdn.co/image/ab67616d0000b2737c22c8b9a5cfe27cd9914c4c,1,2,357346,https://p.scdn.co/mp3-preview/9e070257ff65be4a2a1a67813528ae50cdd73c65?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,66,USUM70985104
spotify:track:2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,"spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:21E3waRsmPlU7jZsS13rcj","Pitbull, Ne-Yo",spotify:album:4EUf4YyNjuXypWY6W5wEDm,Globalization,spotify:artist:0TnOYISbd1XYRBk9myaseg,Pitbull,11/24/2014,https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7,1,4,229360,https://p.scdn.co/mp3-preview/d508371276a297486ace8d4ff596c54ae9e65260?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,87,USRC11402647
spotify:track:1DqdF42leyFIzqNDv9CjId,Dynamite,spotify:artist:6MF9fzBmfXghAz953czmBC,Taio Cruz,spotify:album:159jpldDCgsgH6KGgjy63c,Rokstarr,spotify:artist:6MF9fzBmfXghAz953czmBC,Taio Cruz,1/1/2010,https://i.scdn.co/image/ab67616d0000b273a9006ae892a2255a865c0f7a,1,1,203866,https://p.scdn.co/mp3-preview/f994bfa635fafe159f70b621f7a9ad09a1a6ccd4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,GBUM71003721
spotify:track:6qn9YLKt13AGvpq9jfO8py,We Found Love,"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:7CajNmpbOovFoOoasH2HaY","Rihanna, Calvin Harris",spotify:album:2g1EakEaW7fPTZC6vBmBCn,Talk That Talk,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,11/18/2011,https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46,1,3,215226,https://p.scdn.co/mp3-preview/3067667dfd88c43dbe49d977a03d7158cd02a06b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,86,USUM71115507
spotify:track:1aklRy3btsbucImSXvR2SY,Stereo Love - Original,"spotify:artist:6XwwFnewNgWp81MYMK8zLq, spotify:artist:34dZRjYum6vVBGslgYaBtB","Edward Maya, Vika Jigulina",spotify:album:774YoW7RL5qzrPdZFi8xJE,Stereo Love,"spotify:artist:6XwwFnewNgWp81MYMK8zLq, spotify:artist:34dZRjYum6vVBGslgYaBtB","Edward Maya, Vika Jigulina",2009,https://i.scdn.co/image/ab67616d0000b273695991d6f4a544a05df4c1c0,1,2,248666,https://p.scdn.co/mp3-preview/faf5871d47c73d05821bca2f9a1021298e058cc5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,ROCMA0901578
spotify:track:1ybu2CSF26zyquwCWb6YQJ,Creature Fear,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:3JKLAR3XV8VIFIHagNAR3Y,"For Emma, Forever Ago",spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,7/8/2007,https://i.scdn.co/image/ab67616d0000b2734bdf5bd133774e8d9ec026d8,1,6,186120,https://p.scdn.co/mp3-preview/e9e41f7fb284ba1ef711c83d66507267b6266e8b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,US38Y0811506
